asin,result
32,"[Genre] {Sci-Fi}, [Audience] {Fans of the genre}, [Visual Format] {Graphic Novel Adaptation}, [Mood] {Tense}, [Setting] {Dystopian}."
2759,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Outdoor}"
788,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}"
2476,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Stills}, [Mood] {Tense}, [Setting] {Military}"
1372,"[Genre] {Sci-Fi}, [Audience] {Fans}, [Visual Format] {Digital Art}, [Mood] {Exciting}, [Setting] {Space}."
2605,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Stills}, [Mood] {Suspenseful}, [Setting] {Indoor}."
1439,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}."
377,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Graphic}, [Mood] {Tense}, [Setting] {Cityscape}."
2529,"[Genre] {Science Fiction}, [Audience] {Families}, [Visual Format] {Poster}, [Mood] {Exciting}, [Setting] {Space}."
2616,"[Genre] {Detective}, [Audience] {Adults}, [Visual Format] {Graphic Novel}, [Mood] {Mysterious}, [Setting] {Noir}."
663,"[Genre] {Science Fiction}, [Audience] {Children}, [Visual Format] {Graphic Novel}, [Mood] {Curious}, [Setting] {Fantastical World}"
3019,"[Genre] {Drama}, [Audience] {Teenagers}, [Visual Format] {Stills}, [Mood] {Intense}, [Setting] {Cityscape}"
543,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}"
466,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {Futuristic}."
2788,"[Genre] {Science Fiction}, [Audience] {Fans of the series}, [Visual Format] {Graphic Novel}, [Mood] {Exciting}, [Setting] {Dystopian}."
581,"[Genre] {Science Fiction}, [Audience] {Teenagers}, [Visual Format] {Graphic Design}, [Mood] {Exciting}, [Setting] {Futuristic}."
1721,"[Genre] {Drama}, [Audience] {Families}, [Visual Format] {Artistic}, [Mood] {Tragic}, [Setting] {Oceanic}."
1500,"[Genre] {Comedy}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {1980s}"
1261,"[Genre] {Horror}, [Audience] {Fans of Horror}, [Visual Format] {Graphic Design}, [Mood] {Thrilling}, [Setting] {Supernatural}."
2710,"[Genre] {Horror}, [Audience] {Teenagers}, [Visual Format] {Graphic Novel}, [Mood] {Tense}, [Setting] {Forest}."
480,"[Genre] {Adventure}, [Audience] {Families}, [Visual Format] {Graphic Novel}, [Mood] {Exciting}, [Setting] {Park}."
2993,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Digital}, [Mood] {Thrilling}, [Setting] {Urban}."
2750,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Graphic Design}, [Mood] {Humorous}, [Setting] {Radio Station}."
2504,"[Genre] {Drama}, [Audience] {Young Adults}, [Visual Format] {Collage}, [Mood] {Reflective}, [Setting] {Cityscape}"
1262,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Motion Graphics}, [Mood] {Tense}, [Setting] {Desert}."
1961,"[Genre] {Drama}, [Audience] {Mature}, [Visual Format] {Stills}, [Mood] {Serious}, [Setting] {Suburban}."
2549,"[Genre] {Sci-Fi}, [Audience] {Teens}, [Visual Format] {Digital}, [Mood] {Exciting}, [Setting] {Space}."
3730,"[Genre] {Science Fiction}, [Audience] {Teenagers}, [Visual Format] {Still Image}, [Mood] {Tense}, [Setting] {Dystopian}."
509,"[Genre] {Drama}, [Audience] {Families}, [Visual Format] {Stills}, [Mood] {Serene}, [Setting] {Beach}."
2108,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Upbeat}, [Setting] {Urban}."
3125,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Rainy}."
2677,"[Genre] {Drama}, [Audience] {Young Adults}, [Visual Format] {Color Film}, [Mood] {Inspirational}, [Setting] {Urban Street}."
3081,"[Genre] {Drama}, [Audience] {Teenagers}, [Visual Format] {Digital}, [Mood] {Mysterious}, [Setting] {Rural}."
296,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Interior}."
1682,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}."
852,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
11,"[Genre] {Drama}, [Audience] {Historical}, [Visual Format] {Stills}, [Mood] {Intense}, [Setting] {Political}."
2375,"[Genre] {Comedy}, [Audience] {Families}, [Visual Format] {Live Action}, [Mood] {Happy}, [Setting] {Suburban}."
1183,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {War}"
2613,"[Genre] {Science Fiction}, [Audience] {Teenagers}, [Visual Format] {Silhouette}, [Mood] {Tense}, [Setting] {Space}."
1330,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Social Gathering}"
1982,"[Genre] {Horror}, [Audience] {Fans of Horror}, [Visual Format] {Graphic Design}, [Mood] {Thrilling}, [Setting] {Haunted House}."
1011,"[Genre] {Animation}, [Audience] {Families}, [Visual Format] {Animated}, [Mood] {Exciting}, [Setting] {Cityscape}"
2643,"[Genre] {Action}, [Audience] {Fans of Superhero Movies}, [Visual Format] {3D}, [Mood] {Adventurous}, [Setting] {Dystopian}."
3789,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Tense}, [Setting] {Urban}."
3105,"[Genre] {Drama}, [Audience] {Mature}, [Visual Format] {Silhouette}, [Mood] {Contemplative}, [Setting] {Sea}."
593,"[Genre] {Horror}, [Audience] {Thriller}, [Visual Format] {Graphic Design}, [Mood] {Tense}, [Setting] {Unknown}."
1394,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Urban}"
1028,"[Genre] {Fantasy}, [Audience] {Families}, [Visual Format] {Silhouette}, [Mood] {Enchanting}, [Setting] {London}"
1387,"[Genre] {Thriller}, [Audience] {Families}, [Visual Format] {3D}, [Mood] {Tense}, [Setting] {Underwater}."
1269,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}."
1438,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Digital}, [Mood] {Mysterious}, [Setting] {Mountainous}."
1954,"[Genre] {Action}, [Audience] {Fans}, [Visual Format] {Stylized}, [Mood] {Determined}, [Setting] {Boxing Ring}"
2844,"[Genre] {Thriller}, [Audience] {Mature}, [Visual Format] {Graphic Novel}, [Mood] {Suspenseful}, [Setting] {Urban}."
183,"[Genre] {Thriller}, [Audience] {Teenagers}, [Visual Format] {Graphic Design}, [Mood] {Suspenseful}, [Setting] {Unknown}."
2,"[Genre] {Adventure}, [Audience] {Families}, [Visual Format] {Illustrated}, [Mood] {Exciting}, [Setting] {Jungle}."
2688,"[Genre] {Drama}, [Audience] {Families}, [Visual Format] {Stills}, [Mood] {Serious}, [Setting] {Military}."
1569,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}."
376,"[Genre] {Adventure}, [Audience] {Family}, [Visual Format] {3D}, [Mood] {Exciting}, [Setting] {River}."
990,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}."
2132,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Suspenseful}, [Setting] {Unknown}."
3643,"[Genre] {War}, [Audience] {Military}, [Visual Format] {Artistic}, [Mood] {Tense}, [Setting] {Jungle}"
2033,"[Genre] {Fantasy}, [Audience] {Children}, [Visual Format] {Animation}, [Mood] {Adventurous}, [Setting] {Forest}."
2291,"[Genre] {Sci-Fi}, [Audience] {Fans of the genre}, [Visual Format] {Artistic}, [Mood] {Tense}, [Setting] {Dystopian}."
3033,"[Genre] {Science Fiction}, [Audience] {Families}, [Visual Format] {3D}, [Mood] {Humorous}, [Setting] {Space}"
2735,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {3D}, [Mood] {Adventurous}, [Setting] {Desert}."
2078,"[Genre] {Adventure}, [Audience] {Families}, [Visual Format] {Animation}, [Mood] {Exciting}, [Setting] {Jungle}"
3638,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {3D}, [Mood] {Exciting}, [Setting] {Space Station}"
3108,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
587,"[Genre] {Horror}, [Audience] {Teenagers}, [Visual Format] {Digital}, [Mood] {Tense}, [Setting] {Indoor}."
3710,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}."
382,"[Genre] {Horror}, [Audience] {Teenagers}, [Visual Format] {Graphic Novel}, [Mood] {Tense}, [Setting] {Forest}."
111,"[Genre] {Drama}, [Audience] {Teenagers}, [Visual Format] {Still Image}, [Mood] {Tense}, [Setting] {City Street}"
2599,"[Genre] {Drama}, [Audience] {Teenagers}, [Visual Format] {Stills}, [Mood] {Tense}, [Setting] {School]."
1991,"[Genre] {Horror}, [Audience] {Families}, [Visual Format] {3D}, [Mood] {Thrilling}, [Setting] {Haunted House}."
2528,"[Genre] {Science Fiction}, [Audience] {Teenagers}, [Visual Format] {Animated}, [Mood] {Exciting}, [Setting] {Cityscape}."
1883,"[Genre] {Satire}, [Audience] {Adults}, [Visual Format] {Caricature}, [Mood] {Humorous}, [Setting] {Political}."
2012,"[Genre] {Science Fiction}, [Audience] {Teenagers}, [Visual Format] {3D}, [Mood] {Exciting}, [Setting] {Dystopian}."
1953,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}."
2796,"[Genre] {Comedy}, [Audience] {Families}, [Visual Format] {Illustrated}, [Mood] {Humorous}, [Setting] {Farm}"
346,"[Genre] {Musical}, [Audience] {Teenagers}, [Visual Format] {Stills}, [Mood] {Upbeat}, [Setting] {Stage}."
1225,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Graphic Novel}, [Mood] {Mysterious}, [Setting] {Dystopian}."
3107,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Fire}."
1197,"[Genre] {Romance}, [Audience] {Teenagers}, [Visual Format] {Digital}, [Mood] {Happy}, [Setting] {Fantasy}"
2650,"[Genre] {Horror}, [Audience] {Fans of Classic Horror}, [Visual Format] {Traditional}, [Mood] {Thrilling}, [Setting] {Gothic}."
1292,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Graphic Novel}, [Mood] {Mysterious}, [Setting] {Rural}."
3072,"[Genre] {Fantasy}, [Audience] {Teenagers}, [Visual Format] {Motion Capture}, [Mood] {Euphoric}, [Setting] {Cityscape}"
22,"[Genre] {Thriller}, [Audience] {Teenagers}, [Visual Format] {Stylized}, [Mood] {Suspenseful}, [Setting] {Dystopian}."
2403,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {3D}, [Mood] {Tense}, [Setting] {Forest}."
1270,"[Genre] {Science Fiction}, [Audience] {Teenagers}, [Visual Format] {3D}, [Mood] {Exciting}, [Setting] {Dystopian}."
2912,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Graphic Design}, [Mood] {Tense}, [Setting] {Cityscape}."
1196,"[Genre] {Sci-Fi}, [Audience] {Fans}, [Visual Format] {Animation}, [Mood] {Exciting}, [Setting] {Space}."
2615,"[Genre] {Science Fiction}, [Audience] {Teenagers}, [Visual Format] {3D}, [Mood] {Exciting}, [Setting] {Cityscape}."
2384,"[Genre] {Animation}, [Audience] {Families}, [Visual Format] {Animated}, [Mood] {Humorous}, [Setting] {City}."
1587,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Artistic}, [Mood] {Intense}, [Setting] {Fantasy}."
362,"[Genre] {Adventure}, [Audience] {Families}, [Visual Format] {3D}, [Mood] {Exciting}, [Setting] {Jungle}"
3497,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}"
1858,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Motion Blur}, [Mood] {Tense}, [Setting] {Cityscape}."
3398,"[Genre] {Musical}, [Audience] {Families}, [Visual Format] {Animated}, [Mood] {Humorous}, [Setting] {Cityscape}"
2369,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}."
2915,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
1550,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Courtroom}"
2622,"[Genre] {Drama}, [Audience] {Young Adults}, [Visual Format] {Colorful}, [Mood] {Enchanting}, [Setting] {Forest}."
1200,"[Genre] {Sci-Fi}, [Audience] {Fans of the genre}, [Visual Format] {IMAX}, [Mood] {Tense}, [Setting] {Alien Invasion}."
2001,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}."
1198,"[Genre] {Action}, [Audience] {Adventure}, [Visual Format] {Poster}, [Mood] {Exciting}, [Setting] {Desert}."
3608,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}."
288,"[Genre] {Thriller}, [Audience] {Teenagers}, [Visual Format] {Still Image}, [Mood] {Suspenseful}, [Setting] {Unknown}."
2247,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}."
1674,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Stills}, [Mood] {Suspenseful}, [Setting] {Unknown}."
1079,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}."
1590,"[Genre] {Sci-Fi}, [Audience] {Fans of space exploration}, [Visual Format] {3D Computer Graphics}, [Mood] {Exciting}, [Setting] {Space}."
2411,"[Genre] {Action}, [Audience] {Fans of sports movies}, [Visual Format] {Stylized}, [Mood] {Exciting}, [Setting] {Boxing ring}."
2916,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Graphic Design}, [Mood] {Tense}, [Setting] {Dystopian}."
3168,"[Genre] {Western}, [Audience] {Adults}, [Visual Format] {Stylized}, [Mood] {Humorous}, [Setting] {Desert}."
246,"[Genre] {Sports}, [Audience] {Teenagers}, [Visual Format] {Poster}, [Mood] {Inspirational}, [Setting] {School Gym}."
3115,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}."
2953,"[Genre] {Comedy}, [Audience] {Families}, [Visual Format] {Movie Poster}, [Mood] {Humorous}, [Setting] {New York City}."
969,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Colorful}, [Mood] {Tense}, [Setting] {African}."
2379,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}."
2396,"[Genre] {Romance}, [Audience] {Teenagers}, [Visual Format] {Colorful}, [Mood] {Passionate}, [Setting] {Romantic}."
3286,"[Genre] {Comedy}, [Audience] {Families}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Winter}."
1172,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Theater}."
2971,"[Genre] {Sci-Fi}, [Audience] {Teenagers}, [Visual Format] {Animation}, [Mood] {Exciting}, [Setting] {Space}."
1272,"[Genre] {Drama}, [Audience] {Historical}, [Visual Format] {Stills}, [Mood] {Serious}, [Setting] {Military}"
648,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Digital}, [Mood] {Tense}, [Setting] {Cityscape}."
155,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Tense}, [Setting] {Post-Apocalyptic}"
2664,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}."
1203,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {3D}, [Mood] {Tense}, [Setting] {Courtroom}"
2583,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Cinema}, [Mood] {Humorous}, [Setting] {Urban}."
585,"[Genre] {Comedy}, [Audience] {Families}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Global}."
2266,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Fantastical}"
953,"[Genre] {Romance}, [Audience] {Teenagers}, [Visual Format] {Illustrated}, [Mood] {Happy}, [Setting] {Fantasy}"
1643,"[Genre] {Drama}, [Audience] {Families}, [Visual Format] {Color}, [Mood] {Intense}, [Setting] {Historical}."
3362,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Urban}."
2278,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}."
3948,"[Genre] {Comedy}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Home}."
3255,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Outdoor}"
488,"[Genre] {Drama}, [Audience] {Teenagers}, [Visual Format] {Stills}, [Mood] {Intense}, [Setting] {Nighttime}."
1097,"[Genre] {Sci-Fi}, [Audience] {Families}, [Visual Format] {Graphic Novel}, [Mood] {Mysterious}, [Setting] {Space}."
610,"[Genre] {Action}, [Audience] {Fans of Sci-Fi}, [Visual Format] {Digital Art}, [Mood] {Exciting}, [Setting] {Dystopian}."
1012,"[Genre] {Drama}, [Audience] {Families}, [Visual Format] {Animated}, [Mood] {Inspirational}, [Setting] {Rural}"
2406,"[Genre] {Adventure}, [Audience] {Family}, [Visual Format] {Traditional}, [Mood] {Exciting}, [Setting] {Jungle}"
2926,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Urban}."
3705,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}."
1029,"[Genre] {Animation}, [Audience] {Children}, [Visual Format] {3D}, [Mood] {Joyful}, [Setting] {Fantasy}."
1120,"[Genre] {Adventure}, [Audience] {Teenagers}, [Visual Format] {Stylized}, [Mood] {Humorous}, [Setting] {Futuristic}."
1226,"[Genre] {Drama}, [Audience] {Families}, [Visual Format] {Artistic}, [Mood] {Intriguing}, [Setting] {Rural}."
356,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}"
2959,"[Genre] {Action}, [Audience] {Teenagers}, [Visual Format] {3D}, [Mood] {Thrilling}, [Setting] {Cityscape}."
2956,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Suspenseful}, [Setting] {Urban}."
208,"[Genre] {Action}, [Audience] {Adventure}, [Visual Format] {3D}, [Mood] {Thrilling}, [Setting] {Underwater}."
3654,"[Genre] {Action}, [Audience] {Adventure}, [Visual Format] {Poster}, [Mood] {Tense}, [Setting] {Military}."
1374,"[Genre] {Sci-Fi}, [Audience] {Fans}, [Visual Format] {Artistic}, [Mood] {Thrilling}, [Setting] {Futuristic}."
1918,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Tense}, [Setting] {Urban}."
3675,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Stills}, [Mood] {Humorous}, [Setting] {Holiday}"
1264,"[Genre] {Sci-Fi}, [Audience] {Teenagers}, [Visual Format] {Abstract}, [Mood] {Mysterious}, [Setting] {Space}."
2805,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
