asin,result
1213,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
531,"[Genre] {Fantasy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Whimsical}, [Setting] {Rural}"
1234,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {Urban}"
3683,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Rural}"
1722,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
1094,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Urban}."
457,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
32,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dark}, [Setting] {Urban}"
2759,"[Genre] {Comedy}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}"
788,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Studio}"
2476,"[Genre] {War}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Military}."
1372,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Action}, [Setting] {Space}"
2605,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
1439,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
377,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
2529,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Apocalyptic}."
2616,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Animated}, [Mood] {Mysterious}, [Setting] {Urban}"
663,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Outdoor}"
3019,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Urban}"
543,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Urban}"
466,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
2788,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Poster Art}, [Mood] {Humorous}, [Setting] {N/A}"
581,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Reflective}, [Setting] {Urban}."
1721,"[Genre] {Drama}, [Audience] {All Ages}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Ocean}"
1500,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
1261,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Terrifying}, [Setting] {Dark and Mysterious}."
2710,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Terrifying}, [Setting] {Forest}"
480,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Jurassic Park Theme Park}"
2993,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
2750,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Studio}."
2504,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}."
1262,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {War Prison}"
1961,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Emotional}, [Setting] {Urban}"
2549,"[Genre] {Science Fiction}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Action}, [Setting] {Space}"
3730,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {Urban}"
509,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Beach}"
2108,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
3125,"[Genre] {Romance}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Urban}."
2677,"[Genre] {Documentary}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Reflective}, [Setting] {Urban}"
3081,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Rural}"
296,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dark Humor}, [Setting] {Urban}"
1682,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
852,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Outdoor}."
11,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {White House}"
2375,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}"
1183,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Desert}."
2613,"[Genre] {Science Fiction}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Apocalyptic}."
1330,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
1982,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Fearful}, [Setting] {Rural}"
1011,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Light-hearted}, [Setting] {Urban}"
2643,"[Genre] {Superhero}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Adventure}, [Setting] {Urban}"
3789,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Serious}, [Setting] {Urban}."
3105,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Serene}, [Setting] {Beach}"
593,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
1394,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
1028,"[Genre] {Fantasy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Cheerful}, [Setting] {Urban}."
1387,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Ocean}"
1269,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
1438,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Mountainous}"
1954,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Motivational}, [Setting] {Urban}"
2844,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Unknown}"
183,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {Unknown}."
2,"[Genre] {Adventure}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {Jungle}"
2688,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Military}"
1569,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Urban}"
376,"[Genre] {Adventure}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {River}"
990,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
2132,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
3643,"[Genre] {War}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dramatic}, [Setting] {Military}"
2033,"[Genre] {Fantasy}, [Audience] {Family}, [Visual Format] {Animated}, [Mood] {Adventure}, [Setting] {Fantasy World}"
2291,"[Genre] {Fantasy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Urban}."
3033,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Space}"
2735,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
2078,"[Genre] {Animation}, [Audience] {Family}, [Visual Format] {2D}, [Mood] {Adventure}, [Setting] {Jungle}"
3638,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Adventure}, [Setting] {Space Station}"
3108,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Serious}, [Setting] {Urban}"
587,"[Genre] {Fantasy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Urban}"
3710,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
382,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dark}, [Setting] {Forest}."
111,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dark}, [Setting] {Urban}"
2599,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {School}"
1991,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Scary}, [Setting] {Urban}"
2528,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Adventure}, [Setting] {Urban}."
1883,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
2012,"[Genre] {Science Fiction}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Adventure}, [Setting] {Future}."
1953,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
2796,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Rural}"
346,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Emotional}, [Setting] {Urban}"
1225,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Serious}, [Setting] {Historical}"
3107,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
1197,"[Genre] {Fantasy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Fantasy World}"
2650,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Spooky}, [Setting] {Mystery}."
1292,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Rural}"
3072,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}."
22,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
2403,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Forest}"
1270,"[Genre] {Science Fiction}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Adventure}, [Setting] {Future}"
2912,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
1196,"[Genre] {Science Fiction}, [Audience] {All Ages}, [Visual Format] {Live Action}, [Mood] {Adventure}, [Setting] {Space}"
2615,"[Genre] {Comedy}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {Urban}"
2384,"[Genre] {Animation}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Adventurous}, [Setting] {Urban}"
1587,"[Genre] {Fantasy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Action}, [Setting] {Fantasy World}"
362,"[Genre] {Adventure}, [Audience] {Family}, [Visual Format] {Animated}, [Mood] {Exciting}, [Setting] {Jungle}"
3497,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
1858,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
3398,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Cheerful}, [Setting] {Urban}"
2369,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
2915,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
1550,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
2622,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Forest}"
1200,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Alien World}"
2001,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
1198,"[Genre] {Adventure}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {Desert}."
3608,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
288,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dark}, [Setting] {Urban}"
2247,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
1674,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
1079,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
1590,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Space}."
2411,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Boxing Ring}"
2916,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
3168,"[Genre] {Adventure}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {Highway}"
246,"[Genre] {Documentary}, [Audience] {General}, [Visual Format] {Film}, [Mood] {Motivational}, [Setting] {Basketball Court}"
3115,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
2953,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}"
969,"[Genre] {Adventure}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {African Jungle}"
2379,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Urban}"
2396,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Urban}"
3286,"[Genre] {Comedy}, [Audience] {Teenagers}, [Visual Format] {Live Action}, [Mood] {Joyful}, [Setting] {Winter}"
1172,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Sentimental}, [Setting] {Urban}"
2971,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Urban}"
1272,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {War Zone}"
648,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
155,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
2664,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thriller}, [Setting] {Urban}"
1203,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
2583,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
585,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Cheerful}, [Setting] {Urban}"
2266,"[Genre] {Fantasy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Urban}"
953,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Urban}"
1643,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Historical}"
3362,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
2278,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
3948,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Home}"
3255,"[Genre] {Sports}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Comedy}, [Setting] {Baseball Field}"
488,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Urban}"
1097,"[Genre] {Science Fiction}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Surreal}, [Setting] {Space}."
610,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Animated}, [Mood] {Epic}, [Setting] {Apocalyptic}."
1012,"[Genre] {Drama}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Heartwarming}, [Setting] {Rural}"
2406,"[Genre] {Adventure}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {Jungle}"
2926,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
3705,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
1029,"[Genre] {Animation}, [Audience] {Family}, [Visual Format] {2D}, [Mood] {Fantasy}, [Setting] {Fantasy World}"
1120,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
1226,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Rural Ireland}"
356,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Reflective}, [Setting] {Urban}"
2959,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dark}, [Setting] {Urban}"
2956,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Urban}"
208,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dystopian}, [Setting] {Water-based}."
3654,"[Genre] {War}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dramatic}, [Setting] {Island}"
1374,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Action}, [Setting] {Space}"
1918,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
3675,"[Genre] {Musical}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Cheerful}, [Setting] {Winter Town}"
1264,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Urban}"
2805,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Witty}, [Setting] {Urban}"
3361,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Urban}"
736,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Rural}"
2006,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {Urban}"
943,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Historical}."
3334,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Island}"
