asin,result
2993,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
2750,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Nostalgic}, [Setting] {Studio}"
2504,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Urban}"
1262,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Outdoor}"
1961,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Reflective}, [Setting] {Outdoor Path}"
2549,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Space}"
3730,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {Urban}"
509,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Melancholic}, [Setting] {Beach}"
2108,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Urban}"
3125,"[Genre] {Romance}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intimate}, [Setting] {Urban}"
2677,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Nostalgic}, [Setting] {Urban}"
3081,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Gloomy}, [Setting] {Supernatural}"
296,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
1682,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Joyful}, [Setting] {Urban}"
852,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intimate}, [Setting] {Outdoor}"
11,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Urban}"
2375,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Urban}"
1183,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Historical}"
2613,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Space}"
1330,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Grim}, [Setting] {Theatrical}"
1982,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Urban}"
1011,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Urban}"
2643,"[Genre] {Superhero}, [Audience] {Teens & Adults}, [Visual Format] {Live Action}, [Mood] {Dramatic}, [Setting] {Sky & Cityscape}"
3789,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Gritty}, [Setting] {Urban}"
3105,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Reflective}, [Setting] {Natural Landscape}"
593,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Grim}, [Setting] {Urban}"
1394,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Beach}"
1028,"[Genre] {Musical}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Whimsical}, [Setting] {Urban}"
1387,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Ocean}"
1269,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Urban}"
1438,"[Genre] {Adventure}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dramatic}, [Setting] {Volcanic}"
1954,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Determined}, [Setting] {Sports Arena}"
2844,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Unknown}"
183,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
2,"[Genre] {Adventure}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Fantasy Jungle}"
2688,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Serious}, [Setting] {Military}"
1569,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Warm}, [Setting] {Urban}"
376,"[Genre] {Adventure}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Riverside}"
990,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
2132,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Indoor}"
3643,"[Genre] {War}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Heroic}, [Setting] {Tropical Island}"
2033,"[Genre] {Adventure}, [Audience] {Children}, [Visual Format] {Animated}, [Mood] {Fantasy}, [Setting] {Fantasy Forest}"
2291,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Gothic}, [Setting] {Urban}"
3033,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Satirical}, [Setting] {Space}"
2735,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Urban}"
2078,"[Genre] {Adventure}, [Audience] {Children}, [Visual Format] {Animated}, [Mood] {Joyful}, [Setting] {Jungle}"
3638,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Action-Packed}, [Setting] {Space Station}"
3108,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intimate}, [Setting] {Interior}"
587,"[Genre] {Romance}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intimate}, [Setting] {Indoor}"
3710,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
382,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Grim}, [Setting] {Nighttime}"
111,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Gloomy}, [Setting] {Urban}"
2599,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Surprising}, [Setting] {Urban}"
1991,"[Genre] {Horror}, [Audience] {Teens & Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Unknown (Generic)"
2528,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Animated}, [Mood] {Energetic}, [Setting] {Futuristic City}"
1883,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Disturbing}, [Setting] {Urban}"
2012,"[Genre] {Sci-Fi}, [Audience] {Teen}, [Visual Format] {Live Action}, [Mood] {Adventurous}, [Setting] {Futuristic City}"
1953,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
2796,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Animated}, [Mood] {Cheerful}, [Setting] {Rural}"
346,"[Genre] {Biographical}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
1225,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Historical}"
3107,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dramatic}, [Setting] {Fire Scene}"
1197,"[Genre] {Romance}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Whimsical}, [Setting] {Fantasy Landscape}"
2650,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Ghoulish}, [Setting] {Dark Urban}"
1292,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Melancholic}, [Setting] {Suburban}"
3072,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Urban}"
22,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {Urban}"
2403,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Outdoor}"
1270,"[Genre] {Sci-Fi}, [Audience] {Teen}, [Visual Format] {Live Action}, [Mood] {Action-Packed}, [Setting] {Future City}"
2912,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Urban}"
1196,"[Genre] {Science Fiction}, [Audience] {Teens & Adults}, [Visual Format] {Animated}, [Mood] {Epic}, [Setting] {Space Warfare}"
2615,"[Genre] {Sci-Fi}, [Audience] {Teens}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Urban}"
2384,"[Genre] {Animation}, [Audience] {Children}, [Visual Format] {Cartoon}, [Mood] {Whimsical}, [Setting] {Cityscape}"
1587,"[Genre] {Fantasy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Epic}, [Setting] {Mythical}"
362,"[Genre] {Adventure}, [Audience] {Children}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Jungle}"
3497,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Sarcastic}, [Setting] {Office/Corporate}"
1858,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
3398,"[Genre] {Comedy}, [Audience] {Children}, [Visual Format] {Animated}, [Mood] {Energetic}, [Setting] {Urban}"
2369,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Sassy}, [Setting] {Studio}"
2915,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Urban}"
1550,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Satirical}, [Setting] {Office}"
2622,"[Genre] {Tragedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Fantasy}"
1200,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Thrilling}, [Setting] {Alien Spacecraft}"
2001,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
1198,"[Genre] {Adventure}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Epic}, [Setting] {Historical}"
3608,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Urban}"
288,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
2247,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Sarcastic}, [Setting] {Urban}"
1674,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Urban}"
1079,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Sarcastic}, [Setting] {Urban}"
1590,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dramatic}, [Setting] {Space}"
2411,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Triumphant}, [Setting] {Boxing Ring}"
2916,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
3168,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Reflective}, [Setting] {Outdoors}"
246,"[Genre] {Sports}, [Audience] {Teenagers}, [Visual Format] {Still Image}, [Mood] {Energetic}, [Setting] {Indoor Gymnasium}"
3115,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
2953,"[Genre] {Comedy}, [Audience] {Children}, [Visual Format] {Live Action}, [Mood] {Surprised}, [Setting] {Urban}"
969,"[Genre] {Adventure}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Epic}, [Setting] {Riverside}"
2379,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Urban}"
2396,"[Genre] {Romance}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intimate}, [Setting] {Historical}"
3286,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Winter}"
1172,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Nostalgic}, [Setting] {Urban}"
2971,"[Genre] {Jazz}, [Audience] {Adults}, [Visual Format] {Poster}, [Mood] {Energetic}, [Setting] {Nighttime}"
1272,"[Genre] {War}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Serious}, [Setting] {Military}"
648,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
155,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {War-Torn City}"
2664,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {Urban}"
1203,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Serious}, [Setting] {Urban}"
2583,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Animated}, [Mood] {Energetic}, [Setting] {Urban}"
585,"[Genre] {Comedy}, [Audience] {Teens}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Global}"
2266,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Whimsical}, [Setting] {Fantasy}"
953,"[Genre] {Romantic Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Joyful}, [Setting] {Urban}"
1643,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Historical}"
3362,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
2278,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
3948,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Satirical}, [Setting] {Indoor}"
3255,"[Genre] {Sports}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Outdoor}"
488,"[Genre] {Romance}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intimate}, [Setting] {Indoor}"
1097,"[Genre] {Sci-Fi}, [Audience] {Children}, [Visual Format] {Live Action}, [Mood] {Whimsical}, [Setting] {Outer Space}"
610,"[Genre] {Metal}, [Audience] {Adults}, [Visual Format] {Poster}, [Mood] {Epic}, [Setting] {Fantasy Warzone}"
1012,"[Genre] {Drama}, [Audience] {Children}, [Visual Format] {Live Action}, [Mood] {Heartwarming}, [Setting] {Rural}"
2406,"[Genre] {Adventure}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {Jungle}"
2926,"[Genre] {Musical}, [Audience] {Teens}, [Visual Format] {Live Action}, [Mood] {Energetic}, [Setting] {Urban}"
3705,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
1029,"[Genre] {Animation}, [Audience] {Children}, [Visual Format] {Poster}, [Mood] {Joyful}, [Setting] {Fantasy}"
1120,"[Genre] {Satire}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Absurd}, [Setting] {None (Abstract/Conceptual)}"
1226,"[Genre] {Romantic Comedy}, [Audience] {General Public}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Rural Village}"
356,"[Genre] {Drama}, [Audience] {General}, [Visual Format] {Live Action}, [Mood] {Reflective}, [Setting] {Outdoor}"
2959,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
2956,"[Genre] {Thriller}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {Urban}"
208,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dramatic}, [Setting] {Post-Apocalyptic}"
3654,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Epic}, [Setting] {Island}"
1374,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Dramatic}, [Setting] {Space}"
1918,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
3675,"[Genre] {Holiday}, [Audience] {Family}, [Visual Format] {Live Action}, [Mood] {Joyful}, [Setting] {Christmas Village}"
1264,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Mysterious}, [Setting] {Abstract/Mythical}"
2805,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Studio}"
3361,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Urban Street}"
