asin,result
13914,"A bowl of Mediterranean stew with feta cheese, parsley, and olives, served with pita bread and a side salad."
8654,"A plate of food featuring a bed of rice topped with a mix of chicken, mushrooms, and spinach, garnished with a drizzle of sauce."
13161,"A bowl of creamy soup with green herbs, red vegetables, and a hint of green onions."
152120,"Three gingerbread cupcakes with creamy frosting on a white plate, garnished with ginger slices."
8626,"Grilled chicken and vegetable skewers with char marks, featuring red and yellow peppers, zucchini, and onions, on a grill."
41729,"A plate of roasted potatoes, grilled steak, and a garnish of parsley."
220884,"Three cupcakes with purple frosting and blackberries on top, placed on a white wooden surface."
214498,"Stack of pancakes with lemon, strawberry, and syrup, on a white plate."
65896,"A BBQ chicken sandwich with avocado, red onion, and BBQ sauce, served with ripple chips and a glass of sparkling water."
90044,"A bowl of stir-fried noodles with a savory sauce, garnished with sesame seeds and green onions, presented in a white square dish."
52461,"A plate of beef stew with carrots and yellow rice, accompanied by a glass of red drink."
24329,"A close-up of a dish featuring rice, vegetables, and a garnish of cilantro, suggesting a Mexican-inspired meal."
11798,"A dish featuring shrimp, mushrooms, and noodles, garnished with herbs and a creamy sauce."
32150,"A club sandwich with layers of turkey, bacon, lettuce, tomato, and cheese, served with pickles on a white plate."
44742,"A plate with a glazed pork chop, green beans, and a side of rice."
213469,"Valentine's Day cupcakes with pink frosting, red swirl center, and heart-shaped candies."
42264,"A close-up image of a smooth, creamy substance, likely butter or cream cheese, in a metallic bowl with a spoon."
14985,"A hearty bowl of chili with ground beef, beans, tomatoes, and topped with shredded cheese and green onions."
20935,"A plate with a fork, featuring a slice of bread, pineapple chunks, and strawberries, suggesting a breakfast or brunch setting."
14704,"A plate with spring rolls, green onions, red peppers, and a bowl of dipping sauce."
25710,"A close-up of a dish with creamy sauce and herbs, garnished with parsley, on an orange plate."
25445,"Grilled chicken with lime slices, served with a side of black beans and yellow rice."
21475,"Two golden-brown, crispy crab cakes with visible green onions and red peppers on a blue plate."
90497,"A green plate with mashed potatoes, green beans, a croissant, and a serving of country-style fried chicken with gravy."
17933,"A white ramekin contains a baked dish with a golden crust, topped with fresh berries and a dusting of sugar, set on a wooden surface with a napkin."
11991,"A creamy dish with noodles, vegetables (carrots, peas), and chunks of meat, likely chicken, in a glass baking dish."
47439,"A bowl of creamy yellow chicken curry with chunks of meat and vegetables, served on a blue and white striped plate."
10549,"Two chocolate brownies with glossy frosting on a white plate, with a blurred glass of milk in the background."
49014,"A plate of orange chicken with green onions and white rice, served with chopsticks."
16723,"A plate of creamy pasta with chicken, zucchini, and fresh herbs, topped with grated Parmesan cheese."
6788,"A loaf of bread with a slice cut, showcasing its soft, airy texture, on a wooden cutting board with a green and white striped cloth in the background."
22390,"Three deviled eggs with creamy filling, sprinkled with paprika and black pepper, served on a white plate."
11587,"Green, shamrock-shaped cookies with a glossy finish, arranged on a white plate, likely for St. Patrick's Day."
29991,"A sandwich with lettuce and a bowl of creamy salad on a white plate, set against a green tablecloth."
230132,A slice of pumpkin pie with whipped cream and leaf-shaped cookies on a decorative plate.
81298,"Three chocolate chip cookie bars stacked on a plate, with a blurred background suggesting a warm, cozy kitchen setting."
23920,"A skillet contains a vibrant dish of bowtie pasta, ground beef, zucchini slices, and diced tomatoes, creating a hearty and colorful meal."
7245,"A close-up of a pizza with melted cheese, red onions, and a tomato-based sauce, garnished with fresh herbs."
11887,"A plate of spaghetti with green herbs and grated cheese, presented in a simple, rustic style."
13137,"Creamy soup with broccoli pieces, garnished with black pepper and red pepper flakes, served in a green bowl."
61024,"A pan of teriyaki chicken topped with sesame seeds and chopped green onions, served in a rich, glossy sauce."
103535,"A dish featuring a fried fish patty atop a colorful mango salsa with diced peppers, onions, and cilantro."
215435,"A plate holds two crescent roll sandwiches filled with pepperoni and cheese, garnished with lettuce."
216021,"Close-up of a golden-brown cookie cup with a crumbly topping, surrounded by blurred cookie cups and a hint of orange and yellow accents."
14646,"A pulled pork sandwich with a sesame seed bun, served with fresh spinach leaves."
16694,"A bowl of pecans coated in a brown, sugary mixture, likely a sweet, spiced snack or dessert."
21390,"A bowl of creamy, yellow pudding with a smooth texture, placed on a white surface, next to a glass container."
13660,"A casserole dish filled with a creamy green bean and mushroom mixture topped with crispy, golden brown fried onions."
16383,"Golden brown crepes topped with strawberry sauce and powdered sugar, served on a white plate."
11423,"Image features peanut butter cookies with chocolate centers, some with bites taken out, arranged on a white surface."
70163,"A plate of cooked fish fillet garnished with herbs and spices, served with a side of quinoa, peas, and carrots."
165190,"A vibrant red bowl contains a hearty serving of chickpea stew with carrots, peas, and corn, accompanied by a side of golden brown rice."
14725,Three glazed pork chops topped with lemon slices on a glass plate.
50849,"A dish featuring roasted potatoes, green beans, and sliced onions, with a focus on vibrant colors and textures."
109190,"A close-up of a glass filled with iced tea, garnished with a lemon slice, set against a brick wall background."
74157,"Golden-brown, breaded chicken pieces on a white plate, likely fried to a crispy texture."
77154,"A plate with a tortilla filled with beans, meat, and vegetables, accompanied by crispy chips."
222582,"A baked dish with a golden, melted cheese topping, nestled in a black casserole dish, featuring a rich tomato sauce base."
18809,"A golden-brown, crispy casserole with a crunchy topping in a glass baking dish."
77178,"A close-up of caramel popcorn with visible caramel sauce and popcorn kernels, suggesting a sweet, crunchy snack."
23439,"A slice of pumpkin pie with whipped cream on a green plate, set against a fall-themed tablecloth with pumpkins in the background."
50644,"A plate with a baked fish fillet topped with breadcrumbs, served with steamed broccoli, cauliflower, and a side of green rice."
102159,"Sliced ham with a glossy, caramelized glaze on a white plate."
7065,"Bread with rosemary and salt, baked and twisted, on a cooling rack."
8130,"A close-up of a layered cake with a crumbly topping, showcasing its moist interior and nutty texture."
54202,"Grilled chicken breast with lemon slices and fresh cilantro garnish, showcasing a delicious, healthy meal."
42911,"A vibrant dish featuring white beans, zucchini, red bell peppers, onions, and a rich tomato sauce."
25967,A slice of blueberry cake with fresh blueberries and mango slices on a glass plate.
14693,"A plate with two pieces of chicken topped with a nutty, caramelized sauce, likely a dish like chicken with pecans or a similar nutty chicken recipe."
14814,"A creamy dish with green vegetables, likely spinach and artichokes, in a baking dish."
39455,"Two grilled fish fillets with visible grill marks, garnished with herbs and spices, on a black grill grate."
8686,"A plate of breaded chicken with a side salad featuring tomatoes, lettuce, and a creamy dressing."
8669,"A plate of chicken cordon bleu with a creamy sauce, served with a side salad featuring lettuce, cucumber, and radishes."
14316,"A vibrant salad with grilled chicken, black beans, corn, tomatoes, and lettuce, garnished with a creamy dressing."
11727,"Penne pasta dish with spinach, feta cheese, and a fork, suggesting a homemade or restaurant meal."
19591,"Penne pasta dish with tomatoes, spinach, feta cheese, and herbs, served on a green plate."
17848,"A close-up of a golden-brown muffin with a slightly cracked top, partially eaten, on a white plate."
127491,"A chocolate-covered treat adorned with pink, white, and red heart-shaped sprinkles, presented in a white paper cupcake liner on a dark countertop."
23040,"Two glass mugs filled with creamy white liquid, likely eggnog, with clear handles and a plate of cinnamon sticks in the background."
15427,"A roasted chicken garnished with rosemary sprigs and herbs, presented in a glass dish."
22724,"A plate holds four pieces of golden brown fudge, with crumbs scattered around, against a vibrant red background."
86687,"Fresh broccoli florets with visible water droplets, possibly steamed or boiled, alongside small, brown, possibly roasted or fried pieces."
31833,"A dish of red beans and rice with colorful vegetables, served on a white plate, garnished with bay leaves."
16330,"Green bell peppers stuffed with rice and topped with tomato sauce, ready to be served."
140319,"A vibrant dish with yellow grains, topped with nuts, raisins, and fresh herbs, served in a white bowl on a wooden table."
77489,"A dish featuring roasted chicken and potatoes, garnished with fresh rosemary sprigs, showcasing a rustic, flavorful meal."
148970,"A pan of cooked brussels sprouts and sliced sausage, ready to be served."
16913,"A close-up of a succulent piece of meat with a rich, red sauce, accompanied by green beans, suggesting a hearty, flavorful dish."
85504,"A white plate holds a colorful blend of dried herbs and spices, including red pepper flakes, green parsley, and white garlic, against a blue and white checkered cloth."
11316,"Round cookies with orange jam centers and powdered sugar sprinkled on top, arranged in rows on a baking sheet."
23600,"A plate of lasagna with melted cheese and herbs, accompanied by a fork, on a white background."
25657,"A bowl of creamy pumpkin soup garnished with pumpkin seeds and croutons, served in a white ceramic bowl."
17546,"A plate with a pork chop covered in gravy, mashed potatoes, and a side of asparagus."
78299,"A hearty bowl of chili with ground beef, kidney beans, diced tomatoes, onions, and bell peppers, garnished with fresh herbs."
22919,"A bowl of chili with kidney beans, corn, tomatoes, and peppers, served on a black plate."
12412,"A freshly baked pie with a golden crust, featuring a lattice top and decorative cutouts, rests on a glass plate atop a white tablecloth."
78189,"The image shows a close-up of cooked pork chops seasoned with black pepper, resting on a glass baking dish."
12942,"A bowl of hearty soup with spinach, tomatoes, and ground meat, served on a blue and white floral plate."
36925,"A close-up of a grilled steak topped with a round, creamy compound butter with visible herbs, on a green plate."
11922,"A plate of pasta salad with tomatoes, zucchini, carrots, bell peppers, and parsley."
70112,Blueberry jam spread over a piece of bread on a white plate.
15523,"A plate with a breaded chicken breast topped with tomato sauce and cheese, served with a side salad featuring purple cabbage and green leaves."
7279,"A golden-brown bundt cake topped with pecans and a caramel glaze, set against a green background."
12682,"A freshly baked apple pie with a lattice crust, one slice missing, on a metal pie plate."
8372,"A rich, dark chocolate cake with creamy white frosting, adorned with chocolate shavings and decorative sprinkles, showcasing a single slice removed."
229120,"A plate with shrimp, spaghetti, and asparagus."
72788,"Baked zucchini boats filled with a mixture of tomatoes, cheese, and herbs, topped with breadcrumbs and spices."
106030,"Grilled meatballs on skewers served on a bed of lettuce, showcasing a delicious, appetizing dish."
72133,"A close-up of a dish with shredded meat, possibly pulled pork, in a white bowl, with a blurred background suggesting other food items."
11714,"A dish featuring fettuccine pasta with a creamy sauce, topped with broccoli florets and garnished with black pepper."
228131,"A close-up of a dish featuring orzo pasta, garnished with fresh parsley, served on a blue and white patterned plate."
41096,"A slice of strawberry mousse pie with a crumbly crust, showcasing a creamy pink filling and a smooth, glossy top."
67656,"A close-up of chocolate-covered strawberry truffles, one cut in half to reveal the pink interior, with decorative pink icing drizzles on the chocolate."
163001,"A close-up of a sandwich with a thick, savory filling, possibly pulled pork or barbecue chicken, served on a soft, white bread roll."
82659,"Golden-brown, crispy onion rings with a crunchy exterior, likely made from bread crumbs or flour, on a dark surface."
143069,"A bowl of creamy soup with kale, sausage, and potatoes, served with a slice of bread."
8653,"A vibrant dish featuring a creamy, yellow curry sauce with chunks of chicken, red peppers, and onions, garnished with fresh cilantro, served alongside white rice."
89199,"A spoonful of ham and carrot soup with a bowl in the background, accompanied by bread."
23822,"The image shows a close-up of several slices of pumpkin bread with a moist, dense texture, placed on a white plate."
10271,"Oatmeal bars with caramel and chocolate chips, topped with a crumbly oat topping, on a white plate."
241165,"A plate of sliced beef with green onions, accompanied by noodles and red peppers."
17495,"A plate with a biscuit topped with a thick, creamy gravy made from ground beef."
7402,"A layered cake with creamy frosting and pecan toppings, presented on a white plate."
158872,"A wooden spoon rests in a creamy, beige dish, likely a soup or stew, with visible grains and a rich, homely texture."
58246,"A close-up of a burrito cut in half, revealing a filling of rice, beans, and vegetables, wrapped in a corn tortilla."
12772,"A plate with a golden-brown, breaded chicken breast, creamy sauce, green peas, and macaroni and cheese."
8465,"A delectable cake adorned with whipped cream and fresh strawberries, exuding a sense of indulgence and freshness."
12254,"A round, golden-brown cheesecake with a crumbly crust sits on a white plate, placed on a speckled countertop."
54611,"A plate of white rice topped with a savory beef and vegetable stir-fry, featuring bell peppers and onions."
6767,Three slices of banana bread with a side of fresh strawberries on a colorful plate.
8965,"A creamy casserole dish with chunks of chicken, broccoli, and a golden, crispy topping."
233393,"Baked potato slices with herbs, cheese, and seasoning, presented on a plate."
23702,"Image features a plate with pizza rolls and a bowl of marinara sauce, suggesting a homemade pizza roll appetizer."
83083,"A plate of food featuring a pork chop covered in a creamy sauce, topped with chopped nuts and garnished with fresh herbs and vegetables."
54839,"Close-up of sliced, cooked beef with a caramelized exterior and a pink, tender interior, suggesting a slow-cooked or braised preparation."
23294,"Two golden-brown blueberry muffins with visible blueberry chunks, placed on a white surface."
25370,"A steaming skillet filled with a hearty, tomato-based stew featuring ground meat, vegetables, and spices, cooked outdoors."
11835,"A plate of peanut noodles garnished with peanuts and green onions, served on a white plate with a floral tablecloth."
26257,"A bowl of pasta with a meat and tomato sauce, garnished with chopped herbs, in a rustic, earth-toned bowl."
17891,"A close-up of a moist, golden-brown cornbread slice drizzled with a sweet, amber-colored sauce, served on a green polka-dotted plate."
12177,"A glass bowl with a strawberry crumble dessert topped with whipped cream and a mint leaf, accompanied by fresh strawberries and a spoon on a patterned tablecloth."
96749,"Chocolate-dipped pretzels topped with pecans, arranged in a stack on a plate."
13999,"A close-up of a dish featuring rice, black beans, and fresh herbs, garnished with a slice of tomato."
8708,"A bowl of creamy dish topped with breadcrumbs and garnished with parsley, set on a table with a blue and white patterned tablecloth."
23167,"A dish featuring succulent beef in a rich sauce, accompanied by thinly sliced apples and a garnish of fresh herbs."
26060,"A slice of pecan pie on a blue plate with a fork, next to a dark blue napkin and a colorful mug."
20482,A plate of crispy tortilla chips with bowls of salsa and guacamole.
14692,A plate of food featuring a grilled pork chop with a side of sautéed apples in a brown sauce.
18149,"Penne pasta dish with shrimp, asparagus, mushrooms, and fresh herbs, served on a colorful plate."
15221,"Breaded chicken pieces with a golden crust, served with white rice on a white plate."
79805,"Stuffed bell peppers with a mix of ground meat, vegetables like carrots and peas, and possibly spices, in a close-up view."
157836,"A roasted cabbage with black pepper seasoning, garnished with fresh parsley, on a white plate."
150141,"A close-up of a golden-brown muffin with a crumb topping, featuring visible chunks of red fruit, likely rhubarb, in a white paper cup."
8594,"A creamy dish with chunks of chicken and a breadcrumb topping, served on a white plate."
105518,"A hearty bowl of ham and bean soup with chunks of ham, carrots, celery, and beans, served in a white bowl on a wooden table."
13820,"A freshly baked apple pie with a golden crust, topped with a glossy glaze, sits on a countertop."
20693,"A large glass bowl filled with a vibrant orange liquid, topped with a smiley face made of fruit chunks, including raspberries and pineapple."
10670,"A box of chocolate truffles adorned with heart-shaped sprinkles in various colors, including red, pink, and white, in a grid pattern."
7040,"Six golden-brown biscuits on a parchment-lined baking sheet, showcasing their fluffy texture and slightly crispy tops."
84099,"A golden-brown fried pastry garnished with fresh herbs, served with a side of red dipping sauce."
177531,"A casserole dish filled with a creamy pasta bake, featuring broccoli and carrots, served on a table with a red and white striped cloth."
108455,"A dish featuring beans, peppers, and onions in a rich, tomato-based sauce, served with rice."
13206,"A hearty bowl of chicken noodle soup with carrots, celery, and fresh parsley garnish."
90119,"A vibrant dish featuring zucchini, bell peppers, and sausage, garnished with feta cheese and parsley, served over a bed of colorful pasta."
7296,"A rich, chocolate-frosted bundt cake adorned with glossy red cherries, exuding a decadent, indulgent appeal."
7304,"A slice of layered dessert with creamy filling and chocolate topping, resembling a classic eclair or éclair cake."
86230,"A dish featuring shrimp in a savory sauce with rice, garnished with green onions and red peppers."
6829,Stack of freshly baked flatbreads wrapped in a floral-patterned towel on a plate.
17515,"A slice of quiche with green onions, served with cantaloupe and grapes."
76895,"A plate of golden-brown chicken with a rich, caramelized sauce, served with a side of fluffy rice and garnished with fresh parsley."
6664,"Golden-brown cornbread muffins with visible corn kernels, baked to perfection."
31309,"A fruit platter with grapes, cantaloupe, strawberries, and a yogurt dip in the center."
24332,"A close-up of a twice-baked potato topped with melted cheddar cheese, crumbled bacon, and chopped green onions, served on a green plate."
8887,"A plate of chicken breast topped with mushrooms and a red sauce, served with a side of spaghetti and a sprig of basil."
9471,"Three peanut butter cookies with chocolate centers, placed on a white plate, against a blue background."
25272,"A plate of roasted red potatoes with a hint of seasoning, accompanied by a piece of meat and a garnish of fresh herbs."
14132,"A bowl of hearty black bean soup with chunks of meat, garnished with fresh cilantro and green onions, set against a white background."
147378,"A delicious crescent roll filled with blueberries, topped with a sweet glaze, served on a white plate with fresh blueberries."
88341,A plate of creamy meatballs with noodles and a side of steamed broccoli.
23852,"A creamy soup with chunks of vegetables, including carrots and cauliflower, served in a white bowl on an orange cloth, accompanied by a silver spoon."
15004,"Stack of chocolate chip cookies on brown paper, some broken, on a wooden surface."
13527,"A close-up of a white gravy boat filled with a creamy, dark brown sauce, placed on a white saucer, with a spoon and a plate in the background."
16539,"Ground meat with visible seasoning, possibly sausage or mincemeat, on a paper towel."
23260,"A plate of creamy pasta dish with ground meat and sliced mushrooms, garnished with fresh parsley, on a green plate."
216888,"A close-up of a dish featuring white rice, chunks of meat, and vegetables in a rich, savory broth, garnished with fresh herbs."
12761,"A piece of salmon with a crispy, herb-coated crust on a white plate with a floral pattern."
19673,"A layered dip with refried beans, sour cream, salsa, shredded cheese, olives, and green onions."
10555,"Two stacked, gooey chocolate chip bars with coconut topping on a white plate, placed on a wooden surface."
52922,"A vibrant dish featuring sliced potatoes, carrots, and onions in a clear bowl, with a purple cloth and a white plate in the background."
26615,"A stuffed pepper with a meat and rice filling, topped with melted cheese, served with mashed potatoes on a black plate."
16700,"A plate with a serving of rice topped with a cheesy, tomato-based dish, likely chicken enchiladas or a similar casserole."
13598,"A layered dessert with creamy frosting and a sprinkle of cinnamon, showcasing its rich, moist texture and inviting appearance."
82452,"A dish featuring roasted potatoes and wilted spinach, garnished with herbs, on a white plate."
104554,"A plate of seasoned pork chops topped with sautéed onions, served on a colorful plate with a floral pattern."
13896,"A close-up of a baked dish with golden-brown crust, topped with melted cheese and a red sauce, served in a white rectangular dish."
24023,"Biscuits with a golden-brown crust, one cut open, resting on a green napkin with a knife, on a wooden surface."
25260,"A plate with a serving of grilled meat, rice, and diced sweet potatoes."
160929,"A plate with a salmon fillet garnished with chives, fresh strawberries, blueberries, leafy greens, cherry tomatoes, and a slice of bread."
21174,A pulled pork sandwich with a side of coleslaw on a white plate.
86538,"A waffle topped with fresh peach slices, showcasing a golden-brown texture and a vibrant, juicy fruit."
9929,"Baked cookies with visible chocolate chips on a cooling rack, placed on a kitchen towel with a scale and lemon-themed background."
26317,"A freshly baked pie with a golden-brown crust, featuring decorative cutouts, rests on a striped cloth."
17794,"A bowl of hearty beef noodle soup with carrots, mushrooms, and fresh herbs, served in a clear broth."
6717,"A loaf of whole grain bread with a slice cut, placed on a cutting board, with a candle in the background."
148775,"Golden-brown waffles with syrup drizzled on top, served on a white plate."
8665,"A plate of food featuring a chicken breast topped with tomato sauce, onions, and herbs, accompanied by sautéed mushrooms."
79543,"A bowl of fried rice with chicken, peas, carrots, and scrambled eggs."
233074,"Three pancakes with syrup, butter, bananas, strawberries, and a fork on a white plate."
19403,"A plate of creamy pasta with chunks of chicken, garnished with black pepper, on a white background."
24790,"A plate with a main dish covered in a rich, dark sauce, accompanied by green asparagus and yellow pasta."
11620,The image shows a plate of freshly baked oatmeal raisin cookies with visible raisins and a golden-brown texture.
12111,"A freshly baked pie with a golden crust, featuring a crimped edge and a slightly puffed, golden-brown top, resting on a cooling rack."
15177,"A vibrant salad with carrots, lettuce, and sesame seeds, accompanied by chopsticks and a pitcher of orange dressing on a red and white tablecloth."
18254,"Red potato salad with rosemary, served on a purple plate, featuring a fork."
214046,"A plate of creamy pasta bake with ham, broccoli, and breadcrumbs, garnished with a fork."
80743,"A bowl of hearty soup with chunks of avocado, corn, and diced vegetables, garnished with shredded cheese and crispy bread crumbs."
64513,"Grilled chicken skewers with char marks, garnished with fresh rosemary sprigs, on a white plate."
43448,"A plate of sautéed mushrooms with a green garnish, served with a fork on an orange napkin, set against a patterned tablecloth."
